,review,rating
537,am cumparat jocul cand era 250 lei   l-am dat la schimb pe Rise of Tomb Raider dupa 2 saptamani  Unele misiuni st f grele  drumurile st destul de &quot;liniare&quot;  Joci doar noaptea ca stafia  Nu recomand jocul   Tot MW ramane cel mai bun dintre toate,0
538,Foarte slabe nu luati ca o sa va para rau viteza de copiere 12 mb si variază până la 0 unde sta 3 4 secunde dupa care iar urca încet până la 12 mb s si se copie foarte greu pe el nu luati eu le am returnat,0
539,                                                                                                          Nu face nici 50 de lei  teapa!,0
540,Folia nu sta absolut deloc pe marginile ceasului  sta in aer indiferent cat incerci sa o lipesti si cu acel spray si fara daca incerci sa pui dupa husa pe ceas vine jos toata folia  Nu recomand deloc! Promite multe si nu face nimic ar trebui sa returnati banii inapoi!,0
541,Am comandat produsul nou și am primit un produs resigilat   Cu ambalajul rupt și cu mici zgârieturi pe produs  Este al doilea produs în decurs de o luna care vine resigilat in loc de produs nou și bineînțeles la preț de produs nou  Altex își bate joc de clienți  Nu am sa mai comand niciodată de la Altex  Prefer sa plătesc o suma în plus dar sa corespunda produsul  Am și poze cu produsul însă nu am unde sa le atașez,0
542,Serios de unde scoateti preturile astea?? Sunt 4 pinuri si niste coduri in interior    Deci chiar nu inteleg  Colectie fizica ptr doritori 4pins cu covenantii si o cutie colorata  tematica Shadowlands  ,0
543,Sunt super supărat deoarece le am doar de 1 luna și deja sa stricat microfonul nu recomand delooooc,0
544,Dupa doar 7 luni de folosire recipientul de lapte s-a crapat  efectiv s-a fisurat de la caldura  exact in partea in care spumeaza laptele  service-ul autorizat nu considera ca tine de garantie  asa ca am ramas cu un ibric foarte scump,0
545,Altex a devenit cel mai neserios in ceea ce privește onorarea comenzilor produs pe stoc in BUCUREȘTI cu livrare 1-2zile iar după 24h anunța prin mail ca se verifica stocul iar in urma convorbirii telefonice sunt anunțat ca nu a fost actualizat stocul in timp real cum asa ceva vindeți 100produse iar voi nu aveti decât 10 nu recomand achiziții de la ei pentru ca au devenit cei mai neserioși,0
546,Produsul nu are cum scrie in specificatie garantie de conformitate 60 luni  Acest lucru a fost valabil anul trecut,0
547,Am comandat 3 cutii  Prima cutie a fost ok  cu mici probleme (s-a desprins banda elastica la cateva masti din pachet)  A doua cutie jale  Aproape la fiecare masca se desprind benzile elastice  Nu recomand,0
548,"SALUT  stie cineva cum fac sa ""prinda"" acea valoare de 300 mbs  caci la mine merge doar cu 100 mbps?! Iar prin cablu imi merge cu 300 pe pc! Ms :)",0
549,1 Stea pentru ALTEX  Desi am cumparat un produs nou  am primit unul care a fost desfacut  scos din cutie  cablurile desfacute  bateriile in telecomanda   deci probabil unu resigilat la pret de intreg: 1899Lei   Pentru sistem  deocamdata 5 stele  Sunetul este foarte bun si puternic  poate o idee lipsesc mediile  insa nu am apucat prea mult sa il testez  Arata foarte bine  suna foarte bine  sper sa nu gasesc probleme in timp,0
550,Sunt foarte dezamăgită  Nu am folosit- o decât 1 luna   atât  Nu se mai încinge  Notă minimă   nu mă așteptam,0
551,Am achizitionat doua astfel de imprimante in data de 12 09 2020  iar in data de 30 10 2020 a aparut o eroare OXC4EB8004  HW_MICCI2_V12  culmea  ambele imprimante au avut aceeasi eroare  la o diferenta de cateva ore in conditiile in care nici macar un sfert din cerneala nu a fost consumata in perioada de functionare  Solutia a fost trimiterea in service    ,0
552,Altex ma roaga sa las o recenzie pentru produsul pe care l-am primit  Pai  las si o recenzie! Produsul nu a fost livrat  Desi comanda s-a facut in primele minute dupa ce a inceput promotia  la 7 fara un minut dimineata  desi stocul a continuat sa fie disponibil pana la 4 dupa masa pe site  produsul nu a fost livret  Am fost sunata sa mi se spuna ca nu mai au pe stoc acest produs  Desi am facut sesizare scrisa  echipa Altex nu s-a sinchisit sa raspunda!,0
553,A fost in stoc când am apăsat adaugă în coș   a fost in stoc după refresh   a fost in stoc tot timpul deși nu puteam să-l cumpar   nu a mai fost in stoc după câteva ore   când am reusit să-l bag in cos a crescut prețul cu 250 ron   rusiniiiica,0
554,Am comandat o  pt uz casnic dar    Mai bn beiam banii aia  Nu face nici 2 lei  vorba aia  dai un ban da stai în fata,0
555,Calitate slaba atat la poze  Carcasa plastic si scartie la orice miscare  Am un sony de 12 ani si face poze mai bune,0
556,Nu ma indoiesc de performantele consolei pe grafica si chestii de genul  dar configurarea ei e aproape imposibila  Nu-ti tine minte datele de logare  iar sistemul de operare e plin de erori! O dau retur si e ultima data cand mai cumpar ceva de la Sony!,0
557,Cumparat pe 30 08 2020 si pe 13 09 2020 a incetat sa se mai incarce  Mufa de incarcare a telefonului sa defectat,0
558,Nu merita niciun banut   Doua luni si apar primele probleme cu mufa  inca doua saptamani si gata  nu mai funtioneaza,0
559,salut am  internet  de  la  rds viteza la net e de 300  la  download  asa  scrie  in  contract si  asa  e dupa  ce  am   verificat viteza  la  internet   foarte slab acest router prin wifi la download viteza e de 80 MGb la cativa cm de router,0
560,Foarte proaste mi sau rupt nici  nu mai merge microfonul dupa o lună de când le am cumparat din cate observ vad ca au mărit 350 cand le am luat eu erau cam vreo 250 de lei dar na,0
561,Aceeasi poveste  Hama USB 64gb dar defapt are 32gb  cumparat din magazin acum cateva luni  Il folosesc in continuare (functioneaza) dar evident capacitatea e redusa la jumatate   Nu recomand!,0
562,Nici măcar o stea nu merită  cred că este mai bun ASUS X512DA și chiar are un design mai frumos și tastatură iluminată la același preț  doar ca nu l-am găsit pe nicăieri,0
563,"Stiti cumva dece pot gasi acest produs numai cand caut direct de pe google ""media galaxy logitech mouse g502 hero"" dar cand caut de pe site-ul media galaxy nu imi apare niciodata varianta ""hero""  Mereu m-am gandit sa achizitionez acest produs dar am impresia ca mouse-ul are codul invalid s-au nu voi primii nimic cand plasez comanda ""MOU910005470"" Plus ca nimeni nu a mai pus vreo recenzie/intrebare  Daca imi puteti spune daca acest produs este valid as fi foarte recunoscator  Multumesc pentru citire  :)",0
564,Am cumparat acest produs cam acum 3 luni  Dupa vreo 2 folosiri a inceput sa iasa fumul din el  L-am dus inapoi la ALTEX si l-au tinut cam 1 luna in service  (in contract era scris mai putin dar asta e   ) Si    la prima folosire din nou FUM Acum trebuie sa-l duc din nou si de data asta imi vreau banii inapoi,0
565,Dupa 2 zile de la montare au aparut niste linii  parca ar fi crapatura  La magazin mi s-a spus ca e de la zahar sau sare  Mentionez ca plita a fost curata si s-a pus o oala normal  Nu s-a trantit   nu ar fi trebuit sa se zgarie,0
566,Ce sa evaluez   echipa altex    sunt 6 zile de cand astept coletul sa ajunga  din Ilfov in Prahova  sunt 45 de km  poate mai putin,0
567,Folia este mai mare decat ecranul ceasului cu 2 mm pe fiecare latura  astfel incat daca este montata este usor sa se agate si sa se dezlipeasca  Cel mai probabil este etichetata gresit ca fiind  pentru Amazfit GTS,0
568,Este cel mai bun joc pe care l am jucat gameplay foarte bun multiplaye ul de asemenea foarte bun si competitiv Nu poti compara fifa care are licentele pro cu un joc ca pes care e mult sub nivelul asteptarilor la toate capitolele mai ales la licente si gameplay RECOMAND FIFA PENTRU CEI MARI NU PES PENTRU CEI MICI,0
569,Am cumpărat acest telefon  și stand pe el 3 ore bateria scade la 46% am sa îl returnez  poate este defect el,0
570,Am cumparat acest aparat dupa descrierea din site-ul Altex / Media galaxy  Avantaje Smart  4K  Conversie 2D-3D  DLNA  NU ESTE 4K      nu reda fisiera / blueray 4k (3840x2160) ! Ma chinui de cateva zile sa-l returnez / schimb cu un model 4k SONY UBP-X800M2 sau Sony UBPX700B   dar atat Media galaxy TOM Cta cat si celelalte Altex Constanta sunt inchise !! 01 12 2020,0
571,cumparat cablul sa conectez un LG UHD HDR TV la un PC cu GTX1070  setat rezolutia la 3840*2160 @60Hz  chroma subsampling 4:2:2 si 10bit - imaginea dispare la intervale aleatorii  pe cutie scrie latime de banda 18Gbps - va garantez ca cablul asta nu suporta 18Gbps cat specifica standardul HDMI2 0,0
572,Stick-ul ca aspect este relativ ok    confirm comentariile anterioare  La scriere viteza este foarte fluctuanta si atinge maxim 12 5 MBps  cu intervale aleatorii in care scade la 0 (am copiat 10GB in 20 minute   )  Citirea este mai ok  viteza medie cam de 65 MBps  arareori maxim 120 MBps,0
573,Am cumparat in aprilie 2020 si a tinut pana in noiembrie  Momentan masina nu sta mai mult de 15-20 de minute pe baterie si tunde foarte greu   Nu recomand Ps: care este reducerea acum de blackfriday?  In aprilie a fost 120 lei si acum 137 lei??,0
574,L-am cumparat iar a doua zi l am dus inapoi  Se aude foarte prost  cu multe interferente  iar comexiunea dintre el si usb se tot intrerupea  nu stiu daca a fost al meu defect sau asa sunt toate  l-am returnat si am luat un freman la 69 lei  merita din plin diferenta acela char se aude bine,0
575,Nici nu am apucat sal folosesc ca nu a mers  am crezut că este ceva bun  Am mai avu un telefon de 4 ani dar nu am pățit așa cu el era samsung galaxy S5,0
576,Nu pot compara cu alte firme producatoare  dar acest produs nu isi merita banii  O singura utilizare a ungherei si deja s-a defectat  pompa de nas total ineficienta  nu reusesc sa aspir absolut nimic iar periile de par de asemenea nu m-au ajutat cu crustele de bebelus,0
577,cel mai de kkt controler naspa si nu merge deloc buttoanele de la controler nu sunt deloc cu cele de la ps4 este un fake nu vil recomand,0
578,O gluma proasta! atatia bani  atata   poate!,0
579,Va rog NU CUMPARATI  foarte proaste   cea mai proastă alegere a mea   NU CUMPARATI  Motorul nu are putere   Foarte proaste,0
580,"Toate bune până se defectează și o trimiți  în service  Am trimis-o de 2 ori în service deoarece nu se mai oprea (termostatul defect - inlocuit ulterior la un service de cartier) și se învingea stecherul și  de 2 ori  mi-a fost trimisa înapoi ca ""funcționând în parametri normali""! Desemnea  cei de la magazinul din Alexandria au ""uitat"" sa facă proba produsului după ce a venit din service înainte sa mi-o predea  Concluzia o puteți trage singuri!",0
581,Un gamepad foarte slab calitativ  fifa il recunoaste dar nu sunt toate comenzile disponibile  nu recomand  butoanele se strica foarte repede  returul nu mi-a fost acceptat pentru ca am luat 2 bucati si le-am desigilat pe amandoua  daca aveam una o primea,0
582,- Oribila constructie - calculatoarele o vad random   pe unul e ok  pe altul nu  pe urmatorul poate da/poate nu,0
583,cica 15 6 inch  siguuur  nici pentru tablete nu e bun coolerul asta  absolut oribil  nici macar nu e drept se balangane din toate incheieturile  clar nu recomand  chiar daca e ieftin  nu ai ce face cu el,0
584,Mi s-a ars in primele 10 secunde de cand am introdus-o in calculator                                                                                                                                   ,0
585,Nu recomand! Paletele mixerului nu ajung pe fundul bolului  iar compoziția nu se amesteca în totalitate sau deloc în cazul unei cantități mici (nu poți bate 5 albușuri  nu ajung paletele la ele)  Total nemulțumită!,0
586,1   Desi pe ambalaj scrie ca contine adaptor usb ti usb-c    el lipseste  De ce oare ? Ce logica este sa extragi adaptorul din cutie pentru a reduce costul pentru vanzare   2   Tot pe cutie scrie charging speed FAST ( scris mare ) el lipseste   Maine fac retur ,0
587,Pare ceva profesional la prima vedere  dar este prea complicată și poate ai și ghinionul să nu îți funcționeze  ca în cazul meu,0
588,Dupa cateva luni de utilizare vei ajunge sa folosesti numai 10% din spatiul total de lucru  Nu cumpara,0
589,Produsul a venit cu cutia deteriorată ( zici că mi-au trimis produsul resigilat deși l-am luat nou )  în interiorul proiectorului exista o foiță subțire care înconjoară ledul  și aia a venit îndoită  De funcționat funcționează dar aspectul cutiei și a produsului lasă de dorit  Anul acesta am pățit-o de două ori și cu un congelator vertical luat tot la promoție de la Altex  Sfatul meu   NU MAI CUMPARAȚI PRODUSE LA REDUCERE DE LA ALTEX   au defecte ascunse,0
590,Routerul se afla la o distanta de 4 17 M  - Am masurat !!! Nu este intrerouter si adaptor nimic ( perete etc )  Se conecteaza cu 150Mbps la un router de 300M 2 4 Ghz  Acuma ma duc sa mai cumpar si un router de Dual band dar daca nu se comporta cum trebuie il duc inapoi !!!,0
591,cel mai prost telefon nu recomand,0
592,"Achizitionat 2 console noi si ambele au venit fara cablu de alimentare  Jenant altex si rusinica SONY pentru asemenea revanzatori  Singura solutie intrati in carantina permanenta altex  Sunteti mici ""2x diferenta"" pentru asemenea potlogarii",0
593,Cred ca mouseul care l am cumparat este din fabrica stricat deci il ridic de pe birou si incepe sa tremure  senzorul si nu pot face absolut nimic cu el,0
594,de ce nu publicați și recenziile negative,0
595,Un produs bun dacă îl iei numai pentru bass dar pe partea audio nu e bun de nimic în o lună sau stricat toate porturile din spate la subwoofer și nu se mai aude decât o boxă dacă bag pe a 2 se aude un țiuit urat și câteodată se aude bâzâit și când bag a 3 boxă se aude un barait mai tare ca muzica  nu recomand acest produs ca find unul bun nimănui,0
596,Din păcate nu specifica niciunde ca nu vei putea răspunde de pe ceas     Detin același ceas   dar varianta de 46mm si pot răspunde la telefon de pe ceas și nu am Huawei   în rest este un ceas foarte frumos  dar acest minus il dezavantajează foarte mult,0
597,Nu este stația din poză   Are mai puține butoane iar afișajul mic,0
598,Ps4 pro dupa 5 luni de functionare a crapat e in service o consola foarte slaba,0
599,Camerele functioneaza foarte bine  au imagine clara chiar si pe timp de noapte   Aplicatia insa a incetat sa functioneze dupa cateva zile  iar acum avem un sistem video ce se poate folosi doar cu ecran atasat pentru vizualizare locala  insa nu se poate urmari nimic de la distanta prin aplicatie  Nu recomand in cazul in care doriti si o aplicatie de monitorizare la distanta,0
600,Am luat in data de 09 06 2020 acest gel  la pret de raft  fara nicio reducere  de 39 96 lei  De fapt nu oferiti nicio reducere!!! RUSINOS!!! Un produs foarte bun  de altfel  care ar fi meritat 5*,0
601,Servicii ALTEX de slaba calitate  Am solicitat diferenta de pret cu produs similar de pe alt site si te amana pana cand nu mai poti returna produsul  Neprofesionalism pentru un asemenea magazin  Produsul in schimb pare ok,0
602,Consola ps 4 noua fara cablu de alimentare!!! Inadmisibil! Adio alte cumparaturi de la Altex   Ca si plus  personalul din call center a fost foarte amabil,0
603,E un stift    de aratat arata bine insa functionarea lasa de dorit! de exemplu :dupa ce il pornesti daca  cumva apesi butronul de oprire  radioul pur si simplu se blocheaza!!! nu mai accepta nici o comanda si e cu sonor zero!!! la fel se intampla si daca in functionarea aparatului folosesti demarorul masinii se blocheaza radioul!imi pare rau pentru alegerea facuta :(,0
604,NU RECOMAND din niciun puct de vedere aceasta camera sau acel lot nu merg si nu sunt recunoscute de pc-ul meu !,0
605,Scump sa moare copii mei  De banii istia imi cupmar 5000 de oi si o casa ca dorm in canal  Am 7 copii  adica 7 alocatii si mai trebuie sa mi vand 2 organe sa mi permit laptop ista  Il dati la schimb cu 10 oi?  d d  d d d d d  d d d  d d d d d d d  d,0
606,Asa cum mai spunea cineva  vechile masini de tuns sunt mai bune  Acesta taie de fapt foarte bine dar de fapt este o problema la el de proiectare deoarece fara gratar(adica 0 ) taie foarte bine iar cu gratar nu  se infunda  Nu recomand decat daca se foloseste la tunsori O adica chel :),0
607,Am cumpărat săptămâna asta una și am returnat-o a doua zi  nu funcționeaza toate butoanele care ar trebui (volum  stop skip etc) nu poți sa scrii în bara de căutare în aplicația Youtube a televizorului  scroll-ul functioneaza când vrea el  Si tastatura în pagina de web merge in reluare  Nu recomand  Poate ca am avut eu &quot;norocul&quot; sa dau peste una stricata  (TV Samsung smart serie J),0
608,un gunoi    l-am trimis in service imediat dupa ce l-am cumparat si de aproape 1 luna este pe drum la service si inapoi  ; interlocutorul aude numai un gajait slab   la volum f mic ; se aude  mai prost ca la cea mai proasta chinezarie ; service-ul de toata jena ; la prima expediere in service au afirmat ca l-au  curatat ( l-am trimis in service la 24h dupa ce l-am cumparat     ) si resoftat ; bineinteles  ca defectiunea a ramas aceeasi    Acum este tot in service    marea calitate apple   o mare teapa,0
609,Daca il vei folosi alaturi de un telefon Andoid  mai putin Huawei  nu vei avea toate functiile ceasului  nu poti apela sau raspunde la apeluri  meniul este greoi deasemenea  Este foarte frumos ca si model dar nu si utilitatea lui  Din pacate a trebuit sa i fac retur  Sotiei i a placut mult   ,0
610,Nu recomand acest produs!  Contra:  -se incalzeste foarte tare;  -nu retine memoria posibil sa trebuiasca sa fie schimbati conectorii;  -portul SD  ascuns sub fata;,0
611,Am niste casti 7 1  sorrund si nu imi mege sa imi bag mufa in acest adaptor  Titi conserva ma ajuti si pie mine  Ai scos ceva de la ele sau ce ai fcaut de ai bagat mufele in adaptor,0
612,Nu necesita Nici un Legion Expansion  :)))   Iti iei expansionul si platesti luna/Battlechest   Daca vreti sa faceti o treaba  mai bine spuneti ca este nevoie sa platesti minim 1 luna- de joc (game time)  ca sa te poti bucura de expansion,0
613,acest pc nu are procesorul cu care se afiseaza cei de la altex  in loc de i5 9600 KF are 9600 F  daca verificati diferenta intre cele doua procesoare in test benchmark veti vedea o diferenta intre puterea celor doua si anul de fabricatie al fiecaruia  pentru acest lucru cei de la altex ar trebui sa aiba o explicatie acord un calificativ negativ,0
614,Tastatura este una foarte frumoasa dar mi-a venit cu tasta 'a' defecta  peste tot nu merge sa scriu bine pentru ca deseori nu se apasa pe tasta,0
615,"Poate ca e un produs bun asa cum sunt recenzii-le de mai sus  dar nu funcționeaza dacat cu aplicatia ""MI FIT""  aplicatie la care nu te poti loga si deci nu poti sincroniza bratara cu telefonul  Cred ca o sa returnez produsul !",0
616,Am comandat acest televizor  LG 24TL520S si am primit in schimb LG 24TL510S  A se observa si din codul de produs de pe pagina ca de fapt comanzi ceva si primesti altceva COD PRODUS: MTV24TN510SPZAE Rusine pentru dezinformare si specificatii eronate,0
617,Sunt niște casti extrem de proaste din toate punctele de vedere  Am cumpărat acest produs și când am ajuns acasă l-am încercat  Se aud foarte prost in jocuri iar microfonul bâzâie tare  Cea mai proasta achiziție   se aud înfundat și cu ecou   Nu recomand nimănui !,0
618,Produsul a fost livrat rapid (nota 10)   Pe piata exista doua modele: unul mai scump (98304) si unul mai ieftin (98462)  Pe site exista numai produsul mai scump (98304) pe care l-am comandat dar  Auto Moldova a livrat produsul mai ieftin  Cum ramane Auto Moldova?,0
619,foarte slab  dupa 2 luni s-a rupt,0
620,Total nemultumita,0
621,Ca aspect pot spune ca sunt mulțumit! Unitatea exterioara silențioasa și slim! Dar după o zi de funcționare a rămas fără freon  a doua zi căldură de 32 de grade în apartament   Nu recomand Hisense,0
622,Dezamagitor nu recomand functia anti picurare este doar o poveste tocmai l am dus la servis,0
623,O stea este mult acordata daca il vrei sa ti conectat telefonul e bunicel pe laptop in schimb ii pic Grav Semnalul pana si googlelul se incarca greu   Daca il legi de ruterul de la Rds o sa observi ca mai bine functioneaza celelalt chiar daca iti arata ca are semnal Full in toata casa    Are momente cand se blocheaza Mie mai imi pica semnalul si la tel conectat la acest ruter,0
624,Am cumparat n' cartuse pana acum  HP minte sau cine?,0
625,Vă rog schimbați acesl &quot;300 + 433Mbps&quot; căci este de fapt &quot;150 + 433Mbs&quot;  M-a convins să-l cumpăr acel &quot;300&quot; și apoi am fost dezamăgit,0
626,Testat cu o consola PS4 PRO si un laptop  pe PS4 imaginea tot dispare  iar redarea de pe laptop apar numai pixelii rosi,0
627,am comandat 2 bucati Camera Web TRUST GXT 1160 Vero  Full HD 1080p  aparea pe site in stoc suficient  platit cu card  confirmata comanda  tot tacimul     azi primesc mesaj ca e anulata comanda fiindca nu aveti stoc     bine dragi tovarasi  trimiteti mi 200 de lei difetenta sa o iau de pe emag daca nu vreti sa va consuder neseriosi si sughitati din 3 in 3 minute! sau  accept sa imi trimiteti si camera asta in aceeasi suma de bani achitata in avans,0
628,Am cumparat un astfel de aparat insa dupa aproximativ o luna de utilizare nu mai functioneaza  Cum trebuie sa procedez pentru a-mi fi schimbat? (Am garantia),0
629,L-am luat pe 12 septembrie si am descoperit un pixel mort  o boxa defecta și    Problema suprema flickere! Are 2 placi video  ale căror drivere întra în conflict  deși am șters  am făcut update  am anulat timpul de stand-by    Tot ce se putea face    La fiecare pornire trebuie sa o iau de la capăt  Mi-a distrus nervii de când îl am,0
630,Samsung missing audio codec DTS😤😤😤 LG the best device !!🥇🏆🥇🎖🏆🎖,0
631,Cam țeacă la banii ăștia  Pentru un windows Home si încă un hard de 1T B platești apeoximariv 10 milioane față de Myria V34  Adica    de 10 milioane diferență  îți pui hard de 2TB (ba chiar și ssd) și rami de 32GB  ,0
632,Am cumpărat acest produs prin rezervare online(produsul era pe stoc sigilat) Acasă surpriză  produsul era un retur(urme de folosire  etc) Sper ca cineva din conducerea Altex să ia măsuri Altex  o firmă de evitat   Despre produs  raport preț - calitate excelent,0
633,Neasteptat de prost pentru un Kingston   Se incalzeste foarte tare si repede iar ca viteza e mai prost decat un USB 2 0    Returnat de urgenta  ,0
634,Buna ziua  Am primit produsul pe varianata alba si nu are buton de pornire si opriere  Oare este ok?,0
635,Astazi am facut cererea de retur  sper sa mearga repede  L-am aprins o singura data  a doua oara nu a mai vrut sa se aprinda  Pacat de frumusetea si eleganta lui  ,0
636,folia este mai mare decat ecranul ceasului    aceasta sta desprinsa la margine deoarece buza ceasului este mai inalta ca ecranul  nu recomand!,0
637,Produsul de nota 10  Acelasi pret dar fara black f il gasesti si la e m a g,0
638,Se aude numai intr-o caca,0
639,Nu are cele 2 ventilatoare de jos   ieri am intrat in posesia lui si nu le are   iar drivere pentru placa video nu sunt !  Ssd-ul este destul de mic pentru pretul care il are !,0
640,Cam zgomotos  refetitor la eficienta nu pot sa spun mare lucru ca nu l-am lasat in priza o perioada mai mare,0
641,Sunt alte tastaturi mult mai bune la pretul asta (40 lei - am inclus si curierul deoarece poate fi achizitionata doar online)  Am zis sa o aleg pentru reclama soft and silent keys   nu recomand,0
642,Am achizitionat acest Tv in 21 07 2020 iar in data de 11 08 2020 era deja in service pentru inlocuire ecran Azi 16 10 2020 iarasi l-am dus in service pentru aceeasi problema si altele pe langa(inalbirea ecranului porneste si se opreste cand vrea nu poti face nimic la el) In concluzie acest produs s-a stricat de 2 ori in 3 luni de la data achizitiei   Atentie -Un produs de cea mai proasta calitate !!!!!!!!!!!,0
643,Ca sa il cumpar am nevoie de un raspuns,0
644,Laptopul se deschidea numai dupa a10-a  chiar a 15-a oara  indiferent de nivelul bateriei Ecranul se aprindea si se stingea instant La un moment dat mi-a aparut pe ecran ca se detectează problema  deci sigur exista una Am fost sa-l returnez  iar acolo mi s-a spus ca laptopul este perfect si nu are nicio problema Cu greu  am primit banii inapoi,0
645,In descriere scrie LED dar de fapt e LCD (și pe site-ul celor de la Philips scrie LCD   ceea ce nu cred că e corect  ,0
646,foarte bun cu acest ssd a reinviat pc-ul meu programele se deschid instant recomand,0
647,Aștept de 2 săptămâni montajul  cei de la call-center  îmi zic să aștept  că mă sună ei :)),0
648,"Sa vinzi 2 LED-uri  2 rezistente si 2 diode (ca atat contine maxim acest pachet) la banii astia e nesimtire totala  Exceptie suportul (care poate fi contruit din placaj de circuit imprimat) tot ceea ce contin aceste SUPER-LED-uri nu costa mai mult de 2 lei  se pot verifica preturile componentelor pe site-urile de profil  Daca le puneau si o pana de PAUN erau si BIO  atunci pretul era ""justificat""",0
649,mrstefansemnsciudatm zice ca telefonu asta e bun dau eu shizeu on yrt trident nu sunt in asentimentul lui nu mi se pare corect,0
650,nu inteleg de ce costa atat pentru ca este foarte slab                                                                                                                                                                                                                                                          ,0
651,Nu știu de ce dar nu vrea sa mi se conecteze la ps4,0
652,Am cumparat ieri acest selfie stick si am realizat ziua urmatoare ca nu are buton de declansare Am priceput de ce l-au redus Il cumperi doar ca sa-l tii in vitrina,0
653,Nu are slot m 2   Clar că nici ssd-ul nu este m 2   se mișcă extrem de greu  Mai greu ca unul ce are hdd,0
654,Nu recomand  dupa 3 luni s-a stricat scroll-ul,0
655,Nu recomand  Am sunat de 3 ori la Altex   am stat 15 min ca sa raspunda cineva si de fiecare data m-i s-a spus că voi fi contactat in maxim 15 min de firma care monteaz ac-urile Nu a sunat nimeni Neseriozitate si minciuna Cumparati varianta cea mai ieftina pt montaj sau daca va grăbiți căutați in alta parte+,0
656,Sant cele mai tar casti  nu recomand am facut cancer la urechi de la ele va rog nu le cumparati mai bin vva luati o sharmola de la dristor de banii aia mai ales acuma de pasti,0
657,L am cumparat direct din magazin cu 60 de lei pentru un prieten  dupa 3 zile a fost mort  am pus ciocanul pe el :(((,0
658,Tocmai ce am instalat plita dar dupa 10 minute am si dezinstalat-o Am constatat ca daca se folosesc concomitent 3 sau mai 4 zone de gatit plita incepe sa ticaie ca un ceas rusesc Mi se pare foarte deranjant,0
659,Nu stiu de ce  dar cei de mai sus au oferit niste recenzii total deplasate fata de ce poate face acest asa zis &quot;racitor&quot;  L-am cumparat si eu  si am ramas cu o impresie foarte proasta  nici 3 grade nu poate raci  Ca dovada  inainte sa-l achizitionati cereti o proba,0
660,"Cumpărată de la Altex Focsani( Kaufland)   Produs defect  returnat comerciantului in 14 zile calendaristice conform legii  in ambalajul original și însoțit de documentele originale   Returul a fost refuzat pe motiv că "" au trecut mai mult de 2 zile""   deși acest aspect nu este prevăzut în regulamentul lor si nici in legea consumatorului",0
661,2 stele datorită prețului  În rest  tastatura este un dezastru  mai bine confecționezi una din capace de borcane  va fi mai silențioasă  sunetul mediocru  mouse-ul mi-e și frică să-l testez  să nu-mi bată vecinii la ușă că nu pot dormi de zgomot  :(,0
662,Instalarea ar trebui sa fie ușoară dar nu am reușit   Nu am reușit să primesc un răspuns nici de la angajații magazinului și nici de la angajații de la relații cu clienții  Nimeni nu știe nimic de priza asta  Așa că va trebui sa o returnez,0
663,Xbox  one s v s  nu am mai făcut,0
664,E calitatea la care ma asteptam intrucatva  Iti faci treaba cu ea dar nu de foarte multe ori  Atentie cand schimbati bateriile ca agatatoarea capacului se rupe destul de usor  Chiar si cu una rupta insa se poate folosi in continuare  Zic ca merita 2 stele,0
665,Cel mai slab produs   Nu scoate cojile de la rosii  se blocheza si trebuie desfacut   La un lighean de rosii am desfacuto de 5 ori ca de bloca si miroase a ars de cand am cumparat produsul,0
666,Materiale de proasta calitate   300 dai si tot atat face       Nu se poate inlocui cu un alt produs     NU RECOMAND NICI MAGAZINUL NICI PRODUSUL !,0
667,Am comandat aceasta maneta online și cand am deschis pachetul și m-am uitat nu era acel adaptor  Am văzut ca nu era nici pusa cum trebuie înăuntru  Eu am comandat-o noua dar cred ca a fost resigilata  Dacă vedeți acest mesaj spuneți-mi cu sa procedez sa returnez sau sa îmi aștept sa imi trimiteți adaptorul ?,0
668,Nu cumpărați! Inutil,0
669,Produs defect  nu merge pe windows 10 desi scrie clar ca ar trebui  felicitari Altex pentru ca vindeti asa ceva desi marea parte a review urilor sunt de o stea,0
670,Calitate slaba  are intreruperi  la 50 lei   na    volumul maxim este destul de incet    la pretul acesta sunt apeoape decente,0
671,Culori spalacite  nu are amoled  senzitivitatea ecranului la protectie nu poate fi reglata(daca ai folie pe el sunt portiuni unde touchul nu merge)  pe scurt- o mizerie de telefon  nu cumparati  ,0
672,daca soundbarul asta scoate 300 de wati eu il mananc piesa cu piesa   prin bluetooth se aude decent nu 300 de wati😂😂prin cablu optic mai mult de 10 wati nu are am 2 ore de cand l am luat maine  il duc inapoi   se aude prin difuzoarele tv meu lg smart mai tare decat acest soundbar   ffff dezamagit,0
673,L-am achizitionat in urma cu o saptamana si l-am purtat 4 zile  ulterior am observat o linie fina pe suprafata sticlei  Ma asteptam la o buna rezistenta asa cum este prezentat  Sunt complet dezamagita de calitatea produsului,0
674,În primul rând telecomanda nu este buna are lag la sbimbat programele Conectiunea la net e foarte slabă și când intru în aplicația Netflix îmi intra foarte greu piciorul e foarte instabil    NU RECOMAND   ,0
675,8 piese  dar de fapt e o figurina  ar trebui specificat acest DETALIU,0
